"Type of Project Owner","Administration","Type of External Services","Region","Divisional","Budgetary year","Project description","Type of service","Provisionary amount of contract","Project owner","Method of tendering","Launching date","Date of attribution of contract","Date of signing of contract","Date of start-off of work","Date of receipt of services"
"4","0","0","2","11","2015","Construction du marché périodique d'Assock","BEC","20 000 000","DD MINMAP NYONG ET SO'O / COMMUNE DE DZENG","AONO","21/01/2015","16/03/2015","03/04/2015","17/04/2015","16/07/2015"
"4","0","0","2","11","2015","Construction d'un bloc de deux salles de classe à l'ecole publique de Dzeng ville","BEC","19 000 000","DD MINMAP NYONG ET SO'O / COMMUNE DE DZENG","AONO","21/01/2015","16/03/2015","03/04/2015","17/04/2015","16/07/2015"
"4","0","0","2","11","2015","Réhabilitation des salles de classe à l'EP de Dzeng","AI","14 500 000","DD MINMAP NYONG ET SO'O / COMMUNE DE DZENG","AONO","21/01/2015","16/03/2015","03/04/2015","17/04/2015","15/07/2015"
"4","0","0","2","11","2015","Entretien routier des communes : commune d'Akoeman","ROUTE","27 778 000","DD MINMAP NYONG ET SO'O / COMMUNE D'AKOEMAN","AONO","16/02/2015","10/04/2015","29/04/2015","14/05/2015","14/08/2015"
"4","0","0","2","11","2015","Forage équipé de PMH à Nkoltombo","AI","8 000 000","DD MINMAP NYONG ET SO'O / COMMUNE D'AKOEMAN","DC","25/02/2015","30/03/2015","17/04/2015","06/05/2015","05/08/2015"
"4","0","0","6","31","2015","Achat véhicule","AG","35 000 000","COMMUNE DE MAYO OULO","DC","27/02/2015","30/03/2015","13/04/2015","23/04/2015","23/06/2015"
"4","0","0","6","31","2015","Forage à PMH à GODOK","AI","8 000 000","COMMUNE DE MAYO OULO","DC","02/03/2015","02/04/2015","17/04/2015","27/04/2015","27/07/2015"
"4","0","0","6","31","2015","Doumo : Construction du marché frontalier","BEC","90 000 000","DR MINMAP NO / COMMUNE DE MAYO OULO","AONO","02/03/2015","09/04/2015","24/04/2015","04/05/2015","03/08/2015"
"4","0","0","6","31","2015","Réhabilitation piste agricole Vliz-Poste agricole MandamaTchadahoulong (5 km)","ROUTE","25 000 000","COMMUNE DE MAYO OULO","AONO","02/03/2015","09/04/2015","24/04/2015","04/05/2015","04/08/2015"
"4","0","0","6","31","2015","Construction du CZV du Mayo-Oulo","BEC","30 000 000","COMMUNE DE MAYO OULO","AONO","02/03/2015","09/04/2015","24/04/2015","04/05/2015","03/08/2015"
"4","0","0","6","31","2015","Construction forage pastoral à énergie solaire à Madama","AI","15 000 000","COMMUNE DE MAYO OULO","DC","02/03/2015","02/04/2015","17/04/2015","05/05/2015","05/08/2015"
"4","0","0","6","31","2015","CSI de Mandama : Construction","BEC","50 000 000","DR MINMAP NO / COMMUNE DE MAYO OULO","AONO","02/03/2015","09/04/2015","24/04/2015","05/05/2015","03/08/2015"
"4","0","0","6","31","2015","Forage à PMH à Matra/Doumo","AI","8 000 000","COMMUNE DE MAYO OULO","DC","02/03/2015","02/04/2015","17/04/2015","05/05/2015","05/08/2015"
"4","0","0","6","31","2015","EP MANDAMA : CONSTRUCTION LOGEMENT D'ASTREINTE","BEC","14 500 000","COMMUNE DE MAYO OULO","AONO","02/03/2015","09/04/2015","24/04/2015","05/05/2015","03/08/2015"
"4","0","0","6","31","2015","Construction de l'aire d'abattage à Doumou","BEC","15 000 000","COMMUNE DE MAYO OULO","AONO","02/03/2015","09/04/2015","24/04/2015","05/05/2015","03/08/2015"
"4","0","0","6","31","2015","Entretien de la voirie en terre de Mayo-oulo","ROUTE","40 000 000","COMMUNE DE MAYO OULO","AONO","02/03/2015","09/04/2015","24/04/2015","05/05/2015","05/08/2015"
"4","0","0","6","31","2015","Entretien routier: commune de Mayo -Oulo","ROUTE","27 778 000","COMMUNE DE MAYO OULO","AONO","02/03/2015","09/04/2015","24/04/2015","04/05/2015","04/08/2015"
"4","0","0","6","31","2015","EM SORA - Construction d'une (01) salle de classe Lot 3","BEC","8 000 000","COMMUNE DE MAYO OULO","AONO","27/02/2015","06/04/2015","20/04/2015","30/04/2015","29/07/2015"
"4","0","0","6","31","2015","EP KEOU - Construction d'une (01) salle de classe Lot 2","BEC","8 000 000","COMMUNE DE MAYO OULO","AONO","27/02/2015","06/04/2015","20/04/2015","30/04/2015","29/07/2015"
"4","0","0","6","31","2015","EP BORAM LOUGGOL - Construction d'une (01) salle de classe Lot 1","BEC","8 000 000","COMMUNE DE MAYO OULO","AONO","27/02/2015","06/04/2015","20/04/2015","30/04/2015","29/07/2015"
"4","0","0","6","31","2015","Lyvée de MAYO-OULO - Construction d'un (01) bloc de deux (02) salles de classe Lot 4","BEC","16 000 000","COMMUNE DE MAYO OULO","AONO","27/02/2015","06/04/2015","20/04/2015","30/04/2015","29/07/2015"
"4","0","0","6","31","2015","EP GUERHIDJE - Construction d'un (01) bloc de deux (02) salles de classe Lot 3","BEC","20 000 000","COMMUNE DE MAYO OULO","AONO","27/02/2015","06/04/2015","20/04/2015","30/04/2015","29/07/2015"
"4","0","0","6","31","2015","construction d'un bloc de deux (02) de classes à l'EP ZAGALAM Lot 2","BEC","20 000 000","COMMUNE DE MAYO OULO","AONO","27/02/2015","06/04/2015","20/04/2015","30/04/2015","29/07/2015"
"4","0","0","6","31","2015","construction d'un bloc de deux (02) de classes à l'EP KIRVING Lot 1","BEC","20 000 000","COMMUNE DE MAYO OULO","AONO","27/02/2015","06/04/2015","20/04/2015","30/04/2015","29/07/2015"
"4","0","0","6","31","2015","Construction de boukarous dhébergement au Gorges de KOLA","BEC","65 000 000","DR MINMAP NO / COMMUNE DE GUIDER","AONO","18/02/2015","13/04/2015","01/05/2015","13/05/2015","13/11/2015"
"4","0","0","6","31","2015","CMA de Tchomtchi : Equipement du bloc maternité Lot 3","AG","10 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","DC","06/03/2015","13/04/2015","27/04/2015","07/05/2015","07/07/2015"
"4","0","0","6","31","2015","CMA de Tchomchi : Equipement en materiel médical Lot 2","AG","10 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","DC","06/03/2015","13/04/2015","27/04/2015","07/05/2015","07/07/2015"
"4","0","0","6","31","2015","CSI de Golombe : Equipement du bloc d'accouchement Lot 1","AG","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","DC","06/03/2015","07/04/2015","28/04/2015","18/05/2015","17/07/2015"
"4","0","0","6","31","2015","CMA de Tchontchi : Réhabilitation","BEC","22 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","23/02/2015","02/04/2015","17/04/2015","27/04/2015","27/07/2015"
"4","0","0","6","31","2015","Entretien routier: commune de Guider","ROUTE","27 778 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","20/02/2015","15/04/2015","05/05/2015","25/05/2015","25/08/2015"
"4","0","0","6","31","2015","EP RIBAO - Construction d'un (01) bloc de deux (02) salles de classe","BEC","20 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","02/02/2015","12/03/2015","27/03/2015","06/04/2015","06/07/2015"
"4","0","0","6","31","2015","EP KAGOUMA - Construction d'un (01) bloc de deux (02)  salles de classe Lot 2","BEC","20 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","02/02/2015","12/03/2015","27/03/2015","31/03/2015","29/06/2015"
"4","0","0","6","31","2015","EM OURO - KESSOUM : construction de deux (02) salles de classe Lot 1","BEC","20 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","02/02/2015","12/03/2015","27/03/2015","31/03/2015","29/06/2015"
"4","0","0","6","31","2015","Construction d'un forage à PMH FITIM Lot 2","AI","7 500 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","DC","16/01/2015","16/02/2015","02/03/2015","12/03/2015","19/03/2015"
"4","0","0","6","31","2015","Réalisation d'un forage à PMH RIBAO-GOLOMBE Lot 1","AI","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","DC","16/01/2015","16/02/2015","02/03/2015","12/03/2015","19/03/2015"
"4","0","0","6","31","2015","Aménagement de la chefferie de GUIDER deuxième phase","BEC","10 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","06/03/2015","13/04/2015","27/04/2015","07/05/2015","07/08/2015"
"4","0","0","6","31","2015","construction d'une   salle de classe à l' EP de NGADVOU Lot 4","BEC","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","19/01/2015","26/02/2015","13/03/2015","23/03/2015","22/06/2015"
"4","0","0","6","31","2015","construction d'une   salle de classe à l' EP de RIBAO-GUIDER Lot 3","BEC","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","19/01/2015","26/02/2015","13/03/2015","23/03/2015","22/06/2015"
"4","0","0","6","31","2015","construction d'une   salle de classe à l' EP de MAL MAS Lot 2","BEC","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","19/01/2015","26/02/2015","13/03/2015","23/03/2015","22/06/2015"
"4","0","0","6","31","2015","construction d'une   salle de classe à l' EP de BOUDJOULKOU Lot 1","BEC","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","19/01/2015","26/02/2015","13/03/2015","23/03/2015","22/06/2015"
"4","0","0","6","31","2015","construction d'une   salle de classe à l' EP de MEDEZEM Lot 4","BEC","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","19/01/2015","26/02/2015","13/03/2015","23/03/2015","22/06/2015"
"4","0","0","6","31","2015","construction d'une   salle de classe à l' EP de DOUGOULWOY Lot 3","BEC","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","19/01/2015","26/02/2015","13/03/2015","23/03/2015","22/06/2015"
"4","0","0","6","31","2015","construction d'une   salle de classe à l' EP de DOUROUM CENTRE Lot 2","BEC","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","19/01/2015","26/02/2015","13/03/2015","23/03/2015","22/06/2015"
"4","0","0","6","31","2015","construction d'une   salle de classe à l' EP de BOKO DOUROUM Lot 1","BEC","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","19/01/2015","26/02/2015","13/03/2015","23/03/2015","22/06/2015"
"4","0","0","6","31","2015","construction d'une   salle de classe à l' EP de DJEDJENGUE Lot 5","BEC","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","23/01/2015","02/03/2015","16/03/2015","26/03/2015","24/06/2015"
"4","0","0","6","31","2015","construction d'une   salle de classe à l' EP de TORKINE Lot 4","BEC","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","23/01/2015","02/03/2015","16/03/2015","26/03/2015","24/06/2015"
"4","0","0","6","31","2015","construction d'une   salle de classe à l' EP de DJOUNDE Lot 3","BEC","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","23/01/2015","02/03/2015","16/03/2015","26/03/2015","24/06/2015"
"4","0","0","6","31","2015","construction d'une   salle de classe à l' EP de OURO DJAORO MALOUM Lot 2","BEC","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","23/01/2015","02/03/2015","16/03/2015","26/03/2015","24/06/2015"
"4","0","0","6","31","2015","construction d'un bloc de deux (02) salles de classe à l'EP OURO ALKALI Lot 1","BEC","16 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","23/01/2015","02/03/2015","16/03/2015","26/03/2015","24/06/2015"
"4","0","0","6","31","2015","construction d'un bloc de deux (02) salles de classe au CES de KAKALA Lot 3","BEC","16 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","02/02/2015","12/03/2015","27/03/2015","06/04/2015","06/07/2015"
"4","0","0","6","31","2015","construction d'un bloc de deux (02) salles de classe au CES de BOURWOY Lot 2","BEC","16 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","02/02/2015","12/03/2015","27/03/2015","06/04/2015","06/07/2015"
"4","0","0","6","31","2015","construction d'un bloc de deux (02) salles de classe au CES de LOUGGUERE Lot 1","BEC","16 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE GUIDER","AONO","02/02/2015","12/03/2015","27/03/2015","06/04/2015","06/07/2015"
"4","0","0","6","31","2015","Equipement, achat installation d'un groupe electrogène secours automatique à la commune de FIGUIL","BEC","16 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","06/03/2015","13/04/2015","27/04/2015","04/05/2015","03/08/2015"
"4","0","0","6","31","2015","construction d'une   salle de classe à l'EP de MOKOTE Lot 2","BEC","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","19/01/2015","26/02/2015","13/03/2015","19/03/2015","17/06/2015"
"4","0","0","6","31","2015","construction d'une   salle de classe à l'EP de KAPTA LAM BIOU   Lot 1","BEC","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","19/01/2015","26/02/2015","13/03/2015","19/03/2015","17/06/2015"
"4","0","0","6","31","2015","construction d'un bloc de deux (02) salles de classe à l'EP de MOULVOUDA Lot 3","BEC","16 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","23/02/2015","02/04/2015","17/04/2015","27/04/2015","27/07/2015"
"4","0","0","6","31","2015","construction d'un bloc de deux (02) salles de classe à l'EM de LAM Lot 2","BEC","16 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","23/02/2015","02/04/2015","17/04/2015","27/04/2015","27/07/2015"
"4","0","0","6","31","2015","construction d'un bloc de deux (02) salles de classe à l'EPB de FIGUIL  Lot 1","BEC","16 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","23/02/2015","02/04/2015","17/04/2015","27/04/2015","27/07/2015"
"4","0","0","6","31","2015","Forage équipé de PMH au CES de DJOUGUI  Lot5","AI","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","DC","09/02/2015","12/03/2015","27/03/2015","06/04/2015","06/07/2015"
"4","0","0","6","31","2015","Forage équipé de PMH à l'EP KISOYOMO Lot 4","AI","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","DC","09/02/2015","12/03/2015","27/03/2015","06/04/2015","06/07/2015"
"4","0","0","6","31","2015","Forage équipé de PMH à GUIZEI/BIDZAR  Lot 3","AI","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","DC","09/02/2015","12/03/2015","27/03/2015","06/04/2015","06/07/2015"
"4","0","0","6","31","2015","Forage équipé de PMH à DOHONG/LAM  Lot 2","AI","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","DC","09/02/2015","12/03/2015","27/03/2015","06/04/2015","06/07/2015"
"4","0","0","6","31","2015","Forage équipé de PMH à BATAO Lot 1","AI","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","DC","09/02/2015","12/03/2015","27/03/2015","03/04/2015","01/04/2016"
"4","0","0","6","31","2015","Entretien routier commune de FIGUIL","ROUTE","2 778 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","09/02/2015","19/03/2015","03/04/2015","08/04/2015","07/04/2016"
"4","0","0","6","31","2015","Elaboration des plans prévisionnels locaux de formation et de récyclage d'insertion et de réinsertion professionnelle communale","SPI","7 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONR","02/03/2015","09/04/2015","24/04/2015","30/04/2015","29/06/2015"
"4","0","0","6","31","2015","Construction d'un atelier à la SAR/SM de LAM  Lot2","BEC","25 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","02/03/2015","09/04/2015","24/04/2015","30/04/2015","29/07/2015"
"4","0","0","6","31","2015","Construction d'un halle de vente de poissons de FIGUIL  Lot 1","BEC","15 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","02/03/2015","09/04/2015","24/04/2015","30/04/2015","29/07/2015"
"4","0","0","6","31","2015","Construction CZV de FIGUIL  Lot 2","BEC","30 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","27/02/2015","06/04/2015","20/04/2015","24/04/2015","23/07/2015"
"4","0","0","6","31","2015","Achèvement de la case communautaire de LAM  Lot 1","BEC","15 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","27/02/2015","06/04/2015","20/04/2015","24/04/2015","23/07/2015"
"4","0","0","6","31","2015","Réhabilitation de la piste agricole KONG- DJOUGUI","ROUTE","25 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","13/02/2015","23/03/2015","06/04/2015","13/04/2015","12/04/2016"
"4","0","0","6","31","2015","Forage équipé de PMH au CES de DJABE BIOU  Lot 3","AI","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","DC","06/02/2015","09/03/2015","23/03/2015","02/04/2015","02/06/2015"
"4","0","0","6","31","2015","Forage équipé de PMH à DJOUGUI  Lot 2","AI","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","DC","06/02/2015","09/03/2015","23/03/2015","02/04/2015","02/06/2015"
"4","0","0","6","31","2015","Forage équipé de PMH à DIGAR/ LAM Lot 1","AI","8 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","DC","06/02/2015","09/03/2015","23/03/2015","02/04/2015","02/06/2015"
"4","0","0","6","31","2015","construction d'un bloc de deux (02) salles de classe à l'EP de DJOUGUI Lot 2","BEC","20 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","26/01/2015","05/03/2015","20/03/2015","31/03/2015","29/06/2015"
"4","0","0","6","31","2015","construction d'un bloc de deux (02) salles de classe à l'EP de DOUVA Lot 1","BEC","20 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","26/01/2015","05/03/2015","20/03/2015","31/03/2015","29/06/2015"
"4","0","0","2","10","2015","Entretien des route d'Elig-Mfomo","ROUTE","27 778 000","DD MINMAP LEKIE / COMMUNE D'ELIG-MFOMO","AONO","02/03/2015","24/04/2015","13/05/2015","01/06/2015","01/09/2015"
"4","0","0","2","10","2015","Forage équipé de PMH à OKOK-ESSELE, Lot2","AI","8 000 000","DD MINMAP LEKIE / COMMUNE D'ELIG-MFOMO","DC","04/02/2015","30/03/2015","17/04/2015","06/05/2015","06/08/2015"
"4","0","0","2","10","2015","Forage équipé de PMH à KOMO-ESSELE, Lot1","AI","8 000 000","DD MINMAP LEKIE / COMMUNE D'ELIG-MFOMO","DC","04/02/2015","09/03/2015","27/03/2015","15/04/2015","15/07/2015"
"4","0","0","2","10","2015","Construction d'un bloc de deux (02) salles de classes à l'école publique d'ENOBITA","BEC","19 000 000","DD MINMAP LEKIE / COMMUNE D'ELIG-MFOMO","AONO","04/02/2015","30/03/2015","17/04/2015","06/05/2015","06/08/2015"
"4","0","0","2","10","2015","Construction d'un bloc de deux (02) salles de classe à l'Ecole Publique d'ENOBITA","BEC","19 000 000","DD MINMAP LEKIE / COMMUNE D'ELIG-MFOMO","AONO","04/02/2015","30/03/2015","17/04/2015","06/05/2015","06/08/2015"
"4","0","0","2","10","2015","Construction du CSI de Nkol-Meyos","BEC","50 000 000","DR MINMAP CE / COMMUNE DE SA'A","AONO","01/04/2015","25/05/2015","12/06/2015","01/07/2015","01/10/2015"
"4","0","0","2","10","2015","Construction du CSI de Ayissi Elé","BEC","50 000 000","DR MINMAP CE / COMMUNE DE SA'A","AONO","01/04/2015","25/05/2015","12/06/2015","01/07/2015","01/10/2015"
"4","0","0","2","10","2015","Entretien routier des Communes : Commune de Sa'a","ROUTE","27 778 000","DD MINMAP LEKIE / COMMUNE DE SA'A","AONO","02/03/2015","24/04/2015","13/05/2015","29/05/2015","28/08/2015"
"4","0","0","2","10","2015","Forage équipé : Ecole catholique de Mbassila, Lot4","AI","8 500 000","DD MINMAP LEKIE / COMMUNE DE SA'A","DC","25/03/2015","27/04/2015","15/05/2015","04/06/2015","04/09/2015"
"4","0","0","2","10","2015","Forage équipé : Nkolowono (Quartier mvomo Tsomo), Lot3","AI","8 500 000","DD MINMAP LEKIE / COMMUNE DE SA'A","DC","25/03/2015","27/04/2015","15/05/2015","04/06/2015","04/09/2015"
"4","0","0","2","10","2015","Forage équipé : Nlong Onainbele Brousse, Lot2","AI","8 500 000","DD MINMAP LEKIE / COMMUNE DE SA'A","DC","25/03/2015","27/04/2015","15/05/2015","04/06/2015","04/09/2015"
"4","0","0","2","10","2015","Forage équipé : Nkongmesse village, Lot1","AI","8 500 000","DD MINMAP LEKIE / COMMUNE DE SA'A","DC","25/03/2015","27/04/2015","15/05/2015","04/06/2015","04/09/2015"
"4","0","0","2","10","2015","Axe carrefour Chefferie Nsan Medouga-Nlongzoa-Nkolessono-Elang : Electrification rurale (Phase 1)","AI","37 589 000","DD MINMAP LEKIE / COMMUNE DE SA'A","AONO","10/04/2015","03/06/2015","23/06/2015","13/07/2015","13/10/2015"
"4","0","0","2","10","2015","Piste agricole Ekombitié-Song Obama-Lekoubek (10 km)","ROUTE","15 000 000","DD MINMAP LEKIE / COMMUNE DE SA'A","AONO","02/03/2015","24/04/2015","13/05/2015","01/06/2015","01/09/2015"
"4","0","0","2","10","2015","Forage à PMH au Groupement Nkolbogo, Lot4","AI","8 000 000","DD MINMAP LEKIE / COMMUNE DE SA'A","DC","25/03/2015","27/04/2015","15/05/2015","04/06/2015","04/09/2015"
"4","0","0","2","10","2015","Forage à PMH à Nkolmebanga (Collège Bullier), Lot3","AI","8 000 000","DD MINMAP LEKIE / COMMUNE DE SA'A","DC","25/03/2015","27/04/2015","15/05/2015","04/06/2015","04/09/2015"
"4","0","0","2","10","2015","Forage à PMH à Lebanzip 2, Lot2","AI","8 000 000","DD MINMAP LEKIE / COMMUNE DE SA'A","DC","25/03/2015","27/04/2015","15/05/2015","04/06/2015","04/09/2015"
"4","0","0","2","10","2015","Forage à PMH à Nkolbogo 2, Lot1","AI","8 000 000","DD MINMAP LEKIE / COMMUNE DE SA'A","DC","25/03/2015","27/04/2015","15/05/2015","04/06/2015","04/09/2015"
"4","0","0","2","10","2015","Equipement du bloc d'accouchement du CSI d'Ekabita-Tom","AG","8 000 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","DC","13/03/2015","13/04/2015","27/04/2015","14/05/2015","14/08/2015"
"4","0","0","2","10","2015","Entretien routier des Communes : Commune d'Okola","ROUTE","27 778 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","AONO","13/03/2015","20/04/2015","04/05/2015","21/05/2015","21/08/2015"
"4","0","0","2","10","2015","Electrufication rurale axe marché Zamangoe-Nouma","AI","40 000 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","AONO","09/03/2015","01/05/2015","21/05/2015","09/06/2015","09/09/2015"
"4","0","0","2","10","2015","Electrufication rurale Mva'a-Minsoa-Nkolpoblo (Phase-3)","AI","70 000 000","DR MINMAP CE / COMMUNE D'OKOLA","AONO","13/03/2015","20/04/2015","04/05/2015","21/05/2015","21/08/2015"
"4","0","0","2","10","2015","Piste agricole Ngoboassi-Nkonlo (4 km)","ROUTE","20 000 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","AONO","27/02/2015","06/04/2015","20/04/2015","07/05/2015","07/08/2015"
"4","0","0","2","10","2015","Réhabilitation d'une piste agricole Mission Catholique d'Okola-Nkolfeb","ROUTE","25 000 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","AONO","27/03/2015","04/05/2015","18/05/2015","04/06/2015","04/09/2015"
"4","0","0","2","10","2015","Forage équipé de PMH à Okola-Nkol-Meba, Lot4","AI","8 000 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","DC","06/02/2015","10/03/2015","31/03/2015","20/04/2015","20/07/2015"
"4","0","0","2","10","2015","Forage équipé de PMH à Ebanga (Chefferie), Lot3","AI","8 000 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","DC","06/02/2015","10/03/2015","31/03/2015","20/04/2015","20/07/2015"
"4","0","0","2","10","2015","Forage équipé de PMH à Lendom 2, Lot2","AI","8 000 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","DC","06/02/2015","10/03/2015","31/03/2015","20/04/2015","20/07/2015"
"4","0","0","2","10","2015","Forage équipé de PMH à Nkodassa, Lot1","AI","8 000 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","DC","06/02/2015","10/03/2015","31/03/2015","20/04/2015","20/07/2015"
"4","0","0","2","10","2015","Forage équipé de PMH à Song Onana, Lot4","AI","8 000 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","DC","30/01/2015","10/03/2015","31/03/2015","20/04/2015","20/07/2015"
"4","0","0","2","10","2015","Forage équipé de PMH à Elig Onana, Lot3","AI","8 000 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","DC","30/01/2015","03/03/2015","24/03/2015","13/04/2015","13/07/2015"
"4","0","0","2","10","2015","Forage équipé de PMH à Nkol Meba, Lot2","AI","8 000 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","DC","30/01/2015","03/03/2015","24/03/2015","13/04/2015","13/07/2015"
"4","0","0","2","10","2015","Forage équipé de PMH à la Chefferie Mva'a, Lot1","AI","8 000 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","DC","30/01/2015","03/03/2015","24/03/2015","13/04/2015","13/07/2015"
"4","0","0","2","10","2015","Construction d'un bloc de deux salles de classe à l'Ecole Publique d'Elig-Yen","BEC","19 000 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","AONO","09/02/2015","19/03/2015","03/04/2015","20/04/2015","20/07/2015"
"4","0","0","2","10","2015","Construction d'un bloc de deux salles de classe à l'Ecole Publique d'Okola Groupe 2","BEC","19 000 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","AONO","09/02/2015","19/03/2015","03/04/2015","20/04/2015","20/07/2015"
"4","0","0","2","10","2015","Réhabilitation des salles de classe de l'Ecole Publique Song Onana","BEC","15 000 000","DD MINMAP LEKIE / COMMUNE D'OKOLA","AONO","09/03/2015","16/04/2015","01/05/2015","18/05/2015","18/08/2015"
"4","0","0","2","10","2015","Construction d'un bloc maternel à l'EM ENDINDING","BEC","25 000 000","DD MINMAP LEKIE / COMMUNE D'OBALA","AONO","25/02/2015","20/04/2015","08/05/2015","27/05/2015","25/08/2015"
"4","0","0","2","10","2015","Entretien routier des Communes d'Obala","ROUTE","27 778 000","DD MINMAP LEKIE / COMMUNE D'OBALA","AONO","25/02/2015","20/04/2015","08/05/2015","27/05/2015","27/08/2015"
"4","0","0","2","10","2015","Réhabilitation de l'abattoire d'Obala","BEC","55 000 000","DR MINMAP CE / COMMUNE D'OBALA","AONO","01/04/2015","25/05/2015","12/06/2015","01/07/2015","01/10/2015"
"4","0","0","2","10","2015","Construction de la chambre froide de l'abattoire d'Obala","BEC","55 000 000","DR MINMAP CE / COMMUNE D'OBALA","AONO","01/04/2015","25/05/2015","12/06/2015","01/07/2015","01/10/2015"
"4","0","0","2","10","2015","Equipement CEAC Zima","AG","10 000 000","DD MINMAP LEKIE / COMMUNE D'OBALA","DC","25/02/2015","30/03/2015","17/04/2015","06/05/2015","05/06/2015"
"4","0","0","2","10","2015","Forage à PHM à NKOL-EDOUMA 2, Lot6","AI","8 500 000","DD MINMAP LEKIE / COMMUNE D'OBALA","DC","25/02/2015","30/03/2015","17/04/2015","06/05/2015","31/07/2015"
"4","0","0","2","10","2015","Forage à PMH à DZIGUI (TING), Lot5","AI","8 000 000","DD MINMAP LEKIE / COMMUNE D'OBALA","DC","25/02/2015","30/03/2015","17/04/2015","06/05/2015","31/07/2015"
